pokedex_number;name;generation;type1;type2;color;evolving_stade;hp;atk;def;sp_atk;sp_def;spd;base_stats;is_legendary;capt_rate;exp_growth;egg_steps;height;weight;base_happiness;classif;percentage_male;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water
474;Porygon-Z;4;normal;;Red;3;85;80;70;135;75;90;535;0;30;1000000;5120;0.89;34.0;70;Virtual Pokémon;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
475;Gallade;4;psychic;fighting;White;3;68;165;95;65;115;110;618;0;45;1250000;5120;1.60;52.0;35;Blade Pokémon;100;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1
476;Probopass;4;rock;steel;Grey;3;60;55;145;75;150;40;525;0;60;1000000;5120;1.40;340.0;70;Compass Pokémon;50;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2
477;Dusknoir;4;ghost;;Black;3;45;100;135;65;135;45;525;0;45;800000;6400;2.21;106.6;35;Gripper Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
478;Froslass;4;ice;ghost;White;3;70;80;70;80;70;110;480;0;75;1000000;5120;1.30;26.6;70;Snow Land Pokémon;0;0.5;2;1;1;1;0;2;1;2;1;1;0.5;0;0.5;1;2;2;1
479;Rotom;4;electric;ghost;Red;3;50;65;107;105;107;86;520;0;45;1000000;5120;0.30;0.3;70;Plasma Pokémon;;0.5;2;1;0.5;1;0;1;0.5;2;1;2;1;0;0.5;1;1;0.5;1
480;Uxie;4;psychic;;Yellow;3;75;75;130;75;130;95;580;1;3;1250000;20480;0.30;0.3;140;Knowledge Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
481;Mesprit;4;psychic;;Pink;3;80;105;105;105;105;80;580;1;3;1250000;20480;0.30;0.3;140;Emotion Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
482;Azelf;4;psychic;;Blue;3;75;125;70;125;70;115;580;1;3;1250000;20480;0.30;0.3;140;Willpower Pokémon;;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
483;Dialga;4;steel;dragon;White;3;100;120;120;150;100;90;680;1;3;1250000;30720;5.41;683.0;0;Temporal Pokémon;;0.5;1;1;0.5;1;2;1;0.5;1;0.25;2;1;0.5;0;0.5;0.5;0.5;0.5
484;Palkia;4;water;dragon;Purple;3;90;120;100;150;120;100;680;1;3;1250000;30720;4.19;336.0;0;Spatial Pokémon;;1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25
485;Heatran;4;fire;steel;Brown;3;91;90;106;130;106;77;600;1;3;1250000;2560;1.70;430.0;100;Lava Dome Pokémon;50;0.25;1;0.5;1;0.25;2;1;0.5;1;0.25;4;0.25;0.5;0;0.5;1;0.25;2
486;Regigigas;4;normal;;White;3;110;160;110;80;110;100;670;1;3;1250000;30720;3.71;420.0;0;Colossal Pokémon;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
487;Giratina;4;ghost;dragon;Black;3;150;120;100;120;100;90;680;1;3;1250000;30720;6.91;750.0;0;Renegade Pokémon;;0.5;2;2;0.5;2;0;0.5;1;2;0.5;1;2;0;0.5;1;1;1;0.5
488;Cresselia;4;psychic;;Yellow;3;120;70;120;75;130;85;600;1;3;1250000;30720;1.50;85.6;100;Lunar Pokémon;0;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
489;Phione;4;water;;Blue;3;80;80;80;80;80;80;480;0;30;1250000;10240;0.41;3.1;70;Sea Drifter Pokémon;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
490;Manaphy;4;water;;Blue;3;100;100;100;100;100;100;600;1;3;1250000;2560;0.30;1.4;70;Seafaring Pokémon;;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
491;Darkrai;4;dark;;Black;3;70;90;90;135;90;125;600;1;3;1250000;30720;1.50;50.5;0;Pitch-Black Pokémon;;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
492;Shaymin;4;grass;grass;Green;3;100;103;75;120;75;127;600;1;45;1059860;30720;0.20;2.1;100;Gratitude Pokémon;;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
493;Arceus;4;normal;;Grey;3;120;120;120;120;120;120;720;1;3;1250000;30720;3.20;320.0;0;Alpha Pokémon;;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
494;Victini;5;psychic;fire;Yellow;3;100;100;100;100;100;100;600;1;3;1250000;30720;0.41;4.0;100;Victory Pokémon;;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2
495;Snivy;5;grass;;Green;1;45;45;55;45;55;63;308;0;45;1059860;5120;0.61;8.1;70;Grass Snake Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
496;Servine;5;grass;;Green;2;60;60;75;60;75;83;413;0;45;1059860;5120;0.79;16.0;70;Grass Snake Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
497;Serperior;5;grass;;Green;3;75;75;95;75;95;113;528;0;45;1059860;5120;3.30;63.0;70;Regal Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
498;Tepig;5;fire;;Red;1;65;63;45;45;45;45;308;0;45;1059860;5120;0.51;9.9;70;Fire Pig Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
499;Pignite;5;fire;fighting;Red;2;90;93;55;70;55;55;418;0;45;1059860;5120;0.99;55.5;70;Fire Pig Pokémon;88.1;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2
500;Emboar;5;fire;fighting;Red;3;110;123;65;100;65;65;528;0;45;1059860;5120;1.60;150.0;70;Mega Fire Pig Pokémon;88.1;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2
501;Oshawott;5;water;;Blue;1;55;55;45;63;45;45;308;0;45;1059860;5120;0.51;5.9;70;Sea Otter Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
502;Dewott;5;water;;Blue;2;75;75;60;83;60;60;413;0;45;1059860;5120;0.79;24.5;70;Discipline Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
503;Samurott;5;water;;Blue;3;95;100;85;108;70;70;528;0;45;1059860;5120;1.50;94.6;70;Formidable Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
504;Patrat;5;normal;;Brown;1;45;55;39;35;39;42;255;0;255;1000000;3840;0.51;11.6;70;Scout Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
505;Watchog;5;normal;;Brown;3;60;85;69;60;69;77;420;0;255;1000000;5120;1.09;27.0;70;Lookout Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
506;Lillipup;5;normal;;Brown;1;45;60;45;25;45;55;275;0;255;1059860;3840;0.41;4.1;70;Puppy Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
507;Herdier;5;normal;;Grey;2;65;80;65;35;65;60;370;0;120;1059860;3840;0.89;14.7;70;Loyal Dog Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
508;Stoutland;5;normal;;Grey;3;85;110;90;45;90;80;500;0;45;1059860;3840;1.19;61.0;70;Big-Hearted Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
509;Purrloin;5;dark;;Purple;1;41;50;37;50;37;66;281;0;255;1000000;5120;0.41;10.1;70;Devious Pokémon;50;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
510;Liepard;5;dark;;Purple;3;64;88;50;88;50;106;446;0;90;1000000;5120;1.09;37.5;70;Cruel Pokémon;50;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
511;Pansage;5;grass;;Green;1;50;53;48;53;48;64;316;0;190;1000000;5120;0.61;10.5;70;Grass Monkey Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
512;Simisage;5;grass;;Green;3;75;98;63;98;63;101;498;0;75;1000000;5120;1.09;30.5;70;Thorn Monkey Pokémon;88.1;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
513;Pansear;5;fire;;Red;1;50;53;48;53;48;64;316;0;190;1000000;5120;0.61;11.0;70;High Temp Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
514;Simisear;5;fire;;Red;3;75;98;63;98;63;101;498;0;75;1000000;5120;0.99;28.0;70;Ember Pokémon;88.1;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
515;Panpour;5;water;;Blue;1;50;53;48;53;48;64;316;0;190;1000000;5120;0.61;13.5;70;Spray Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
516;Simipour;5;water;;Blue;3;75;98;63;98;63;101;498;0;75;1000000;5120;0.99;29.0;70;Geyser Pokémon;88.1;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
517;Munna;5;psychic;;Pink;1;76;25;45;67;55;24;292;0;190;800000;2560;0.61;23.3;70;Dream Eater Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
518;Musharna;5;psychic;;Pink;3;116;55;85;107;95;29;487;0;75;800000;2560;1.09;60.5;70;Drowsing Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
519;Pidove;5;normal;flying;Grey;1;50;55;50;36;30;43;264;0;255;1059860;3840;0.30;2.1;70;Tiny Pigeon Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
520;Tranquill;5;normal;flying;Grey;2;62;77;62;50;42;65;358;0;120;1059860;3840;0.61;15.0;70;Wild Pigeon Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
521;Unfezant;5;normal;flying;Grey;3;80;115;80;65;55;93;488;0;45;1059860;3840;1.19;29.0;70;Proud Pokémon;50;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1
522;Blitzle;5;electric;;Black;1;45;60;32;50;32;76;295;0;190;1000000;5120;0.79;29.8;70;Electrified Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
523;Zebstrika;5;electric;;Black;3;75;100;63;80;63;116;497;0;75;1000000;5120;1.60;79.5;70;Thunderbolt Pokémon;50;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1
524;Roggenrola;5;rock;;Blue;1;55;75;85;25;25;15;280;0;255;1059860;3840;0.41;18.0;70;Mantle Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
525;Boldore;5;rock;;Blue;2;70;105;105;50;40;20;390;0;120;1059860;3840;0.89;102.0;70;Ore Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
526;Gigalith;5;rock;;Blue;3;85;135;130;60;80;25;515;0;45;1059860;3840;1.70;260.0;70;Compressed Pokémon;50;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2
527;Woobat;5;psychic;flying;Blue;1;65;45;43;55;43;72;323;0;190;1000000;3840;0.41;2.1;70;Bat Pokémon;50;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1
528;Swoobat;5;psychic;flying;Blue;3;67;57;55;77;55;114;425;0;45;1000000;3840;0.89;10.5;70;Courting Pokémon;50;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1
529;Drilbur;5;ground;;Grey;1;60;85;40;30;45;68;328;0;120;1000000;5120;0.30;8.5;70;Mole Pokémon;50;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2
530;Excadrill;5;ground;steel;Grey;3;110;135;60;50;65;88;508;0;60;1000000;5120;0.71;40.4;70;Subterrene Pokémon;50;0.5;1;0.5;0;0.5;2;2;0.5;1;1;2;1;0.5;0;0.5;0.25;0.5;2
531;Audino;5;normal;;Pink;3;103;60;126;80;126;50;545;0;255;800000;5120;1.09;31.0;70;Hearing Pokémon;50;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
532;Timburr;5;fighting;;Grey;1;75;80;55;25;35;35;305;0;180;1059860;5120;0.61;12.5;70;Muscular Pokémon;75.4;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
533;Gurdurr;5;fighting;;Grey;2;85;105;85;40;50;40;405;0;90;1059860;5120;1.19;40.0;70;Muscular Pokémon;75.4;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
534;Conkeldurr;5;fighting;;Grey;3;105;140;95;55;65;45;505;0;45;1059860;5120;1.40;87.0;70;Muscular Pokémon;75.4;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
535;Tympole;5;water;;Blue;1;50;50;40;50;40;64;294;0;255;1059860;5120;0.51;4.5;70;Tadpole Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
536;Palpitoad;5;water;ground;Blue;2;75;65;55;65;55;69;384;0;120;1059860;5120;0.79;17.0;70;Vibration Pokémon;50;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
537;Seismitoad;5;water;ground;Blue;3;105;95;75;85;75;74;509;0;45;1059860;5120;1.50;62.0;70;Vibration Pokémon;50;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1
538;Throh;5;fighting;;Red;3;120;100;85;30;85;45;465;0;45;1000000;5120;1.30;55.5;70;Judo Pokémon;100;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
539;Sawk;5;fighting;;Blue;3;75;125;75;30;75;85;465;0;45;1000000;5120;1.40;51.0;70;Karate Pokémon;100;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1
540;Sewaddle;5;bug;grass;Yellow;1;45;53;70;40;60;42;310;0;255;1059860;3840;0.30;2.5;70;Sewing Pokémon;50;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5
541;Swadloon;5;bug;grass;Green;2;55;63;90;50;80;42;380;0;120;1059860;3840;0.51;7.3;70;Leaf-Wrapped Pokémon;50;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5
542;Leavanny;5;bug;grass;Yellow;3;75;103;80;70;80;92;500;0;45;1059860;3840;1.19;20.5;70;Nurturing Pokémon;50;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5
543;Venipede;5;bug;poison;Red;1;30;45;59;30;39;57;260;0;255;1059860;3840;0.41;5.3;70;Centipede Pokémon;50;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1
544;Whirlipede;5;bug;poison;Grey;2;40;55;99;40;79;47;360;0;120;1059860;3840;1.19;58.5;70;Curlipede Pokémon;50;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1
545;Scolipede;5;bug;poison;Red;3;60;100;89;55;69;112;485;0;45;1059860;5120;2.49;200.5;70;Megapede Pokémon;50;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1
546;Cottonee;5;grass;fairy;Green;1;40;27;60;37;50;66;280;0;190;1000000;5120;0.30;0.6;70;Cotton Puff Pokémon;50;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5
547;Whimsicott;5;grass;fairy;Green;3;60;67;85;77;75;116;480;0;75;1000000;5120;0.71;6.6;70;Windveiled Pokémon;50;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5
548;Petilil;5;grass;;Green;1;45;35;50;70;50;30;280;0;190;1000000;5120;0.51;6.6;70;Bulb Pokémon;0;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
549;Lilligant;5;grass;;Green;3;70;60;75;110;75;90;480;0;75;1000000;5120;1.09;16.3;70;Flowering Pokémon;0;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
550;Basculin;5;water;;Green;3;70;92;65;80;55;98;460;0;25;1000000;10240;0.99;18.0;70;Hostile Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
551;Sandile;5;ground;dark;Brown;1;50;72;35;35;35;65;292;0;180;1059860;5120;0.71;15.2;70;Desert Croc Pokémon;50;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2
552;Krokorok;5;ground;dark;Brown;2;60;82;45;45;45;74;351;0;90;1059860;5120;0.99;33.4;70;Desert Croc Pokémon;50;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2
553;Krookodile;5;ground;dark;Red;3;95;117;80;65;70;92;519;0;45;1059860;5120;1.50;96.3;70;Intimidation Pokémon;50;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2
554;Darumaka;5;fire;;Red;1;70;90;45;15;45;50;315;0;120;1059860;5120;0.61;37.5;70;Zen Charm Pokémon;50;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
555;Darmanitan;5;fire;;Red;3;105;30;105;140;105;55;540;0;60;1059860;5120;1.30;92.9;70;Blazing Pokémon;50;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2
556;Maractus;5;grass;;Green;3;75;86;67;106;67;60;461;0;255;1000000;5120;0.99;28.0;70;Cactus Pokémon;50;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5
557;Dwebble;5;bug;rock;Red;1;50;65;85;35;35;55;325;0;190;1000000;5120;0.30;14.5;70;Rock Inn Pokémon;50;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2
558;Crustle;5;bug;rock;Red;3;70;105;125;65;75;45;485;0;75;1000000;5120;1.40;200.0;70;Stone Home Pokémon;50;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2
559;Scraggy;5;dark;fighting;Yellow;1;50;75;70;35;70;48;348;0;180;1000000;3840;0.61;11.8;35;Shedding Pokémon;50;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1
560;Scrafty;5;dark;fighting;Red;3;65;90;115;45;115;58;488;0;90;1000000;3840;1.09;30.0;70;Hoodlum Pokémon;50;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1
561;Sigilyph;5;psychic;flying;Black;3;72;58;80;103;80;97;490;0;45;1000000;5120;1.40;14.0;70;Avianoid Pokémon;50;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1
562;Yamask;5;ghost;;Black;1;38;30;85;55;65;30;303;0;190;1000000;6400;0.51;1.5;70;Spirit Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
563;Cofagrigus;5;ghost;;Yellow;3;58;50;145;95;105;30;483;0;90;1000000;6400;1.70;76.5;70;Coffin Pokémon;50;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1
564;Tirtouga;5;water;rock;Blue;1;54;78;103;53;45;22;355;0;45;1000000;7680;0.71;16.5;70;Prototurtle Pokémon;88.1;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1
565;Carracosta;5;water;rock;Blue;3;74;108;133;83;65;32;495;0;45;1000000;7680;1.19;81.0;70;Prototurtle Pokémon;88.1;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1
566;Archen;5;rock;flying;Yellow;1;55;112;45;74;45;70;401;0;45;1000000;7680;0.51;9.5;70;First Bird Pokémon;88.1;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2
567;Archeops;5;rock;flying;Yellow;3;75;140;65;112;65;110;567;0;45;1000000;7680;1.40;32.0;70;First Bird Pokémon;88.1;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2
568;Trubbish;5;poison;;Green;1;50;50;62;40;62;65;329;0;190;1000000;5120;0.61;31.0;70;Trash Bag Pokémon;50;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1
569;Garbodor;5;poison;;Green;3;80;95;82;60;82;75;474;0;60;1000000;5120;1.91;107.3;70;Trash Heap Pokémon;50;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1
570;Zorua;5;dark;;Grey;1;40;65;40;80;40;65;330;0;75;1059860;6400;0.71;12.5;70;Tricky Fox Pokémon;88.1;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
571;Zoroark;5;dark;;Grey;3;60;105;60;120;60;105;510;0;45;1059860;5120;1.60;81.1;70;Illusion Fox Pokémon;88.1;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1
572;Minccino;5;normal;;Grey;1;55;50;40;40;40;75;300;0;255;800000;3840;0.41;5.8;70;Chinchilla Pokémon;24.6;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
573;Cinccino;5;normal;;Grey;3;75;95;60;65;60;115;470;0;60;800000;3840;0.51;7.5;70;Scarf Pokémon;24.6;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1
574;Gothita;5;psychic;;Purple;1;45;30;50;55;65;45;290;0;200;1059860;5120;0.41;5.8;70;Fixation Pokémon;24.6;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
575;Gothorita;5;psychic;;Purple;2;60;45;70;75;85;55;390;0;100;1059860;5120;0.71;18.0;70;Manipulate Pokémon;24.6;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
576;Gothitelle;5;psychic;;Purple;3;70;55;95;95;110;65;490;0;50;1059860;5120;1.50;44.0;70;Astral Body Pokémon;24.6;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
577;Solosis;5;psychic;;Green;1;45;30;40;105;50;20;290;0;200;1059860;5120;0.30;1.0;70;Cell Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
578;Duosion;5;psychic;;Green;2;65;40;50;125;60;30;370;0;100;1059860;5120;0.61;8.0;70;Mitosis Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
579;Reuniclus;5;psychic;;Green;3;110;65;75;125;85;30;490;0;50;1059860;5120;0.99;20.1;70;Multiplying Pokémon;50;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1
580;Ducklett;5;water;flying;Blue;1;62;44;50;44;50;55;305;0;190;1000000;5120;0.51;5.5;70;Water Bird Pokémon;50;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5
581;Swanna;5;water;flying;White;3;75;87;63;87;63;98;473;0;45;1000000;5120;1.30;24.2;70;White Bird Pokémon;50;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5
582;Vanillite;5;ice;;White;1;36;50;50;65;60;44;305;0;255;1250000;5120;0.41;5.7;70;Fresh Snow Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
583;Vanillish;5;ice;;White;2;51;65;65;80;75;59;395;0;120;1250000;5120;1.09;41.0;70;Icy Snow Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
584;Vanilluxe;5;ice;;White;3;71;95;85;110;95;79;535;0;45;1250000;5120;1.30;57.5;70;Snowstorm Pokémon;50;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1
585;Deerling;5;normal;grass;Yellow;1;60;60;50;40;50;75;335;0;190;1000000;5120;0.61;19.5;70;Season Pokémon;50;2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5
586;Sawsbuck;5;normal;grass;Brown;3;80;100;70;60;70;95;475;0;75;1000000;5120;1.91;92.5;70;Season Pokémon;50;2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5
587;Emolga;5;electric;flying;White;3;55;75;60;75;60;103;428;0;200;1000000;5120;0.41;5.0;70;Sky Squirrel Pokémon;50;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1
588;Karrablast;5;bug;;Blue;1;50;75;45;40;45;60;315;0;200;1000000;3840;0.51;5.9;70;Clamping Pokémon;50;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1
589;Escavalier;5;bug;steel;Grey;3;70;135;105;60;105;20;495;0;75;1000000;3840;0.99;33.0;70;Cavalry Pokémon;50;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1
590;Foongus;5;grass;poison;White;1;69;55;45;55;55;15;294;0;190;1000000;5120;0.20;1.0;70;Mushroom Pokémon;50;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5
591;Amoonguss;5;grass;poison;Grey;3;114;85;70;85;80;30;464;0;75;1000000;5120;0.61;10.5;70;Mushroom Pokémon;50;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5
592;Frillish;5;water;ghost;White;1;55;40;50;65;85;40;335;0;190;1000000;5120;1.19;33.0;70;Floating Pokémon;50;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5
593;Jellicent;5;water;ghost;White;3;100;60;70;85;105;60;480;0;60;1000000;5120;2.21;135.0;70;Floating Pokémon;50;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5
594;Alomomola;5;water;;Pink;3;165;75;80;40;45;65;470;0;75;800000;10240;1.19;31.6;70;Caring Pokémon;50;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5
595;Joltik;5;bug;electric;Yellow;1;50;47;50;57;50;65;319;0;190;1000000;5120;0.10;0.6;70;Attaching Pokémon;50;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1
596;Galvantula;5;bug;electric;Yellow;3;70;77;60;97;60;108;472;0;75;1000000;5120;0.79;14.3;70;EleSpider Pokémon;50;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1
